,Title,Developer(s),Publisher(s),Japan,North_America,PAL_region,Ref.,Realese_JP,Realese_North_America,Realese_PAL_region,Year_JP,Month_JP,Year_North_America,Month_North_America,Year_PAL,Month_PAL
1113,Riddick Bowe Boxing•ChavezMX•Ridikku Bou BokushinguJP,Malibu Interactive,Extreme Entertainment Group,"November 23, 1993",January 1994,Unreleased,,1993-11-23,1994-01-01,,1993,11,1994,1,,
1114,Ring ni Kakero,Earthly Soft,Masaya,"June 1, 1998",Unreleased,Unreleased,,1998-06-01,,,1998,6,,,,
1115,Rise of the Phoenix•KouryuukiJP,Koei,Koei,"April 6, 1994",February 1995,Unreleased,,1994-04-06,1995-02-01,,1994,4,1995,2,,
1116,Rise of the Robots,Mirage / T&E Soft,Acclaim Entertainment,"December 22, 1994",December 1994,January 1995,,1994-12-22,1994-12-01,1995-01-01,1994,12,1994,12,1995,1
1117,Rival Turf!•Rushing BeatJP,Jaleco,Jaleco,"March 27, 1992","December 23, 1992",1993,,1992-03-27,1992-12-23,1993-01-01,1992,3,1992,12,1993,1
1118,Road Riot 4WD,Equilibrium,THQ,Unreleased,"November 1, 1992",1992,,,1992-11-01,1992-01-01,,,1992,11,1992,1
1119,Road Runner's Death Valley Rally•Looney Tunes: Road RunnerEU•Road Runner vs. Wile E. CoyoteJP,ICOM Simulations,Sunsoft,"December 22, 1992","November 1, 1992","September 30, 1993",,1992-12-22,1992-11-01,1993-09-30,1992,12,1992,11,1993,9
1120,RoboCop 3,Ocean Software,Ocean Software,Unreleased,"September 1, 1992",November 1992,,,1992-09-01,1992-11-01,,,1992,9,1992,11
1121,RoboCop Versus The Terminator,Interplay Entertainment,Virgin Interactive,Unreleased,November 1993,"August 24, 1993",,,1993-11-01,1993-08-24,,,1993,11,1993,8
1122,Robotrek•Slap StickJP,Quintet,Enix,"July 8, 1994","October 1, 1994",Unreleased,,1994-07-08,1994-10-01,,1994,7,1994,10,,
1123,Rock n' Roll Racing,Silicon & Synapse,Interplay Entertainment,"January 3, 1994","June 4, 1993","March 31, 1994",,1994-01-03,1993-06-04,1994-03-31,1994,1,1993,6,1994,3
1124,The Rocketeer,NovaLogic,IGS,"February 28, 1992","May 1, 1992",Unreleased,,1992-02-28,1992-05-01,,1992,2,1992,5,,
1125,Rockman & Forte,Capcom,Capcom,"April 24, 1998",Unreleased,Unreleased,,1998-04-24,,,1998,4,,,,
1126,Rocko's Modern Life: Spunky's Dangerous Day,Viacom New Media,Viacom New Media,Unreleased,"April 1, 1994",Unreleased,,,1994-04-01,,,,1994,4,,
1127,Rocky Rodent•Nitropunks: MightheadsJP,Irem,Irem,"July 30, 1993","September 18, 1993",Unreleased,,1993-07-30,1993-09-18,,1993,7,1993,9,,
1128,Roger Clemens' MVP Baseball•MVP BaseballJP,Sculptured Software,LJN,"August 27, 1992","September 12, 1992",Unreleased,,1992-08-27,1992-09-12,,1992,8,1992,9,,
1129,Rokudenashi Blues: Taiketsu! Tokyo Shitennou,Tose,Bandai,"April 15, 1994",Unreleased,Unreleased,,1994-04-15,,,1994,4,,,,
1130,Romance of the Three Kingdoms II•Super Sangokushi IIJP,Koei,Koei,"September 15, 1991","May 1, 1992",Unreleased,,1991-09-15,1992-05-01,,1991,9,1992,5,,
1131,Romance of the Three Kingdoms III: Dragon of Destiny•Sangokushi IIIJP,Koei,Koei,"November 8, 1992",December 1993,Unreleased,,1992-11-08,1993-12-01,,1992,11,1993,12,,
1132,Romance of the Three Kingdoms IV: Wall of Fire•Sangokushi IVJP,Koei,Koei,"December 9, 1994","July 1, 1995",Unreleased,,1994-12-09,1995-07-01,,1994,12,1995,7,,
1133,Romancing SaGa,Square,Square,"January 28, 1992",Unreleased,Unreleased,,1992-01-28,,,1992,1,,,,
1134,Romancing SaGa 2 †,Square,Square,"December 10, 1993",Unreleased,Unreleased,,1993-12-10,,,1993,12,,,,
1135,Romancing SaGa 3,Square,Square,"November 11, 1995",Unreleased,Unreleased,,1995-11-11,,,1995,11,,,,
1136,RPG Tsukūru: Super Dante,Kuusou Kagaku,ASCII,"March 31, 1995",Unreleased,Unreleased,,1995-03-31,,,1995,3,,,,
1137,RPG Tsukuuru 2,Kuusou Kagaku,ASCII,"January 31, 1996",Unreleased,Unreleased,,1996-01-31,,,1996,1,,,,
1138,RPM Racing,Silicon & Synapse,Interplay Entertainment,"March 19, 1992","November 1, 1991",Unreleased,,1992-03-19,1991-11-01,,1992,3,1991,11,,
1139,R-Type III: The Third Lightning,Tamtex,Irem (JP/EU)Jaleco (NA),"December 10, 1993",October 1994,1994,,1993-12-10,1994-10-01,1994-01-01,1993,12,1994,10,1994,1
1140,Rudra no Hihō,Square,Square,"April 5, 1996",Unreleased,Unreleased,,1996-04-05,,,1996,4,,,,
1141,Ruin Arm,Tose,Bandai,"June 23, 1995",Unreleased,Unreleased,,1995-06-23,,,1995,6,,,,
1142,Run Saber,Hori Electric,Atlus,Unreleased,"June 8, 1993",1993,,,1993-06-08,1993-01-01,,,1993,6,1993,1
1143,Ryuukihei Dan Danzarubu,Pandora Box,Yutaka,"April 23, 1993",Unreleased,Unreleased,,1993-04-23,,,1993,4,,,,
1144,Ryuuko no Ken 2,Monolith Corporation,Saurus,"December 21, 1994",Unreleased,Unreleased,,1994-12-21,,,1994,12,,,,
1145,Saibara Rieko no Mahjong Hourouki,Natsume,Taito,"February 10, 1995",Unreleased,Unreleased,,1995-02-10,,,1995,2,,,,
1146,Saikousoku Shikou Shougi Mahjong,,Varie,"March 31, 1995",Unreleased,Unreleased,,1995-03-31,,,1995,3,,,,
1147,Saikyou: Takada Nobuhiko,Dual,Hudson Soft,"December 27, 1995",Unreleased,Unreleased,,1995-12-27,,,1995,12,,,,
1148,Sailor Moon•Bishoujo Senshi Sailor MoonJP,Angel,Bandai,"August 27, 1993",Unreleased,1994,,1993-08-27,,1994-01-01,1993,8,,,1994,1
1149,Sakurai Shouichi no Jankiryuu: Mahjong Hisshouhou,J-Force,Sammy Studios,"September 14, 1995",Unreleased,Unreleased,,1995-09-14,,,1995,9,,,,
1150,Same Game,Hudson Soft,Hudson Soft,"March 1, 1996",Unreleased,Unreleased,,1996-03-01,,,1996,3,,,,
1151,Same Game + Tengai Makyou Zero Jikei,Hudson Soft,Hudson Soft,"March 1, 1996",Unreleased,Unreleased,,1996-03-01,,,1996,3,,,,
1152,Same Game - Mario Version,Hudson Soft,Nintendo,1995,Unreleased,Unreleased,,1995-01-01,,,1995,1,,,,
1153,Samurai Shodown•Samurai SpiritsJP,Takara,Takara,"September 22, 1994",November 1994,1994,,1994-09-22,1994-11-01,1994-01-01,1994,9,1994,11,1994,1
1154,Sangokushi Eiketsuden,,Koei,"December 28, 1995",Unreleased,Unreleased,,1995-12-28,,,1995,12,,,,
1155,Sangokushi Seishi: Tenbu Spirits,Wolf Team,Wolf Team,"June 25, 1994",Unreleased,Unreleased,,1994-06-25,,,1994,6,,,,
1156,Sankyo Fever! Fever!,,Nippon Telenet,"October 28, 1994",Unreleased,Unreleased,,1994-10-28,,,1994,10,,,,
1157,Sanrio Shanghai,SAS Sakata,Character Soft,"August 31, 1994",Unreleased,Unreleased,,1994-08-31,,,1994,8,,,,
1158,Sanrio World Smash Ball!,Tomcat System,Character Soft,"July 16, 1993",Unreleased,Unreleased,,1993-07-16,,,1993,7,,,,
1159,Sansara Naga 2,,Victor Interactive Software,"July 15, 1994",Unreleased,Unreleased,,1994-07-15,,,1994,7,,,,
1160,Saturday Night Slam Masters•Muscle BomberJP,Capcom,Capcom,"March 30, 1994",June 1994,September 1994,,1994-03-30,1994-06-01,1994-09-01,1994,3,1994,6,1994,9
1161,Scooby-Doo Mystery,Argonaut Games,Acclaim Entertainment / Sunsoft,Unreleased,November 1995,Unreleased,,,1995-11-01,,,,1995,11,,
1162,SD F-1 Grand Prix,Video System,Video System,"October 27, 1995",Unreleased,Unreleased,,1995-10-27,,,1995,10,,,,
1163,SD Gundam G Next,Japan Art Media,Bandai,"December 22, 1995",Unreleased,Unreleased,,1995-12-22,,,1995,12,,,,
1164,SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,Tose,Angel,"December 21, 1991",Unreleased,Unreleased,,1991-12-21,,,1991,12,,,,
1165,SD Gundam Gaiden 2: Entaku no Kishi,Tose,Yutaka,"December 18, 1992",Unreleased,Unreleased,,1992-12-18,,,1992,12,,,,
1166,SD Gundam GX,BEC,Bandai,"May 27, 1994",Unreleased,Unreleased,,1994-05-27,,,1994,5,,,,
1167,SD Gundam Power Formation Puzzle,Tom Create,Bandai,"January 26, 1996",Unreleased,Unreleased,,1996-01-26,,,1996,1,,,,
1168,SD Gundam X,BEC,Yutaka,"September 18, 1992",Unreleased,Unreleased,,1992-09-18,,,1992,9,,,,
1169,SD Hiryuu no Ken,,Culture Brain,"June 17, 1994",Cancelled,Unreleased,,1994-06-17,,,1994,6,,,,
1170,SD Kidou Senshi Gundam: V Sakusen Shidou,Tose,Angel,"September 12, 1992",Unreleased,Unreleased,,1992-09-12,,,1992,9,,,,
1171,SD Kidou Senshi Gundam 2,Tose,Angel,"September 23, 1993",Unreleased,Unreleased,,1993-09-23,,,1993,9,,,,
1172,SD The Great Battle,Banpresto,Banpresto,"December 29, 1990",Cancelled,Unreleased,,1990-12-29,,,1990,12,,,,
1173,SeaQuest DSV,Sculptured Software,Malibu Games,Unreleased,January 1995,"July 27, 1995",,,1995-01-01,1995-07-27,,,1995,1,1995,7
1174,Secret of Evermore,Square,Square,Unreleased,"October 1, 1995","February 22, 1995",,,1995-10-01,1995-02-22,,,1995,10,1995,2
1175,Secret of Mana•Seiken Densetsu 2JP,Square,Square (JP/NA)Nintendo (EU),"August 6, 1993","October 3, 1993","November 24, 1994",,1993-08-06,1993-10-03,1994-11-24,1993,8,1993,10,1994,11
1176,Secret of the Stars•AqutallionJP,Tecmo,Tecmo,"November 5, 1993",July 1995,Unreleased,,1993-11-05,1995-07-01,,1993,11,1995,7,,
1177,Seifuku Densetsu: Pretty Fighter,,"Imagineer Co., Ltd.","December 2, 1994",Unreleased,Unreleased,,1994-12-02,,,1994,12,,,,
1178,Seijuu Maden: Beasts & Blades,,Bullet-Proof Software,"December 15, 1995",Unreleased,Unreleased,,1995-12-15,,,1995,12,,,,
1179,Sengoku Denshou•SengokuNA,,Data East,"September 19, 1993",Cancelled,Unreleased,,1993-09-19,,,1993,9,,,,
1180,Sengoku no Hasha,Bits Laboratory,Banpresto,"December 22, 1995",Unreleased,Unreleased,,1995-12-22,,,1995,12,,,,
1181,Sensible Soccer: European Champions•Championship Soccer '94NA,Sensible Software,Sony Imagesoft,Unreleased,"June 3, 1994",February 1994,,,1994-06-03,1994-02-01,,,1994,6,1994,2
1182,Sgt. Saunders' Combat!,Play Avenue  Chickenhead,ASCII Corporation,"September 29, 1995",Unreleased,Unreleased,,1995-09-29,,,1995,9,,,,
1183,Shadowrun,Beam Software,Data East,"March 25, 1994","May 1, 1993",August 1993,,1994-03-25,1993-05-01,1993-08-01,1994,3,1993,5,1993,8
1184,Shanghai: Banri no Choujou,Kuusou Kagaku,Sunsoft,"November 17, 1995",Unreleased,Unreleased,,1995-11-17,,,1995,11,,,,
1185,Shanghai II: Dragon's Eye•Super Shanghai: Dragon's EyeJP,Hot-B,Activision,"April 28, 1992",February 1993,1993,,1992-04-28,1993-02-01,1993-01-01,1992,4,1993,2,1993,1
1186,Shanghai III,Kuusou Kagaku,Sunsoft,"September 15, 1994",Unreleased,Unreleased,,1994-09-15,,,1994,9,,,,
1187,Shaq Fu,Delphine Software International,Electronic Arts,Unreleased,"October 28, 1994",1994,,,1994-10-28,1994-01-01,,,1994,10,1994,1
1188,Shien's Revenge•Shien: The Blade ChaserJP,Almanic,Vic Tokai,"April 8, 1994",October 1994,Unreleased,,1994-04-08,1994-10-01,,1994,4,1994,10,,
1189,Shigetaka Kashiwagi's Top Water Bassing,Imagesoft,VAP,"February 17, 1995",Unreleased,Unreleased,,1995-02-17,,,1995,2,,,,
1190,Shijou Saikyou League Serie A: Ace Striker,,TNN,"March 31, 1995",Unreleased,Unreleased,,1995-03-31,,,1995,3,,,,
1191,Shijou Saikyou no Quiz Ou Ketteisen Super,ISCO,Yonezawa PR21,"December 28, 1992",Unreleased,Unreleased,,1992-12-28,,,1992,12,,,,
1192,Shiki Eiyuuden,,Outrigger Koubou,"July 7, 1995",Unreleased,Unreleased,,1995-07-07,,,1995,7,,,,
1193,Shimono Masaki no Fishing to Bassing,Natsume,Natsume,"October 16, 1994",Unreleased,Unreleased,,1994-10-16,,,1994,10,,,,
1194,Shin Ikkaku Senkin,Jorudan,VAP,"July 7, 1995",Unreleased,Unreleased,,1995-07-07,,,1995,7,,,,
1195,Shin Majan,,Konami,"March 30, 1994",Unreleased,Unreleased,,1994-03-30,,,1994,3,,,,
1196,Shin Megami Tensei,Atlus,Atlus,"October 30, 1992",Unreleased,Unreleased,,1992-10-30,,,1992,10,,,,
1197,Shin Megami Tensei if...,Atlus,Atlus,"October 28, 1994",Unreleased,Unreleased,,1994-10-28,,,1994,10,,,,
1198,Shin Megami Tensei II,Atlus,Atlus,"March 18, 1994",Unreleased,Unreleased,,1994-03-18,,,1994,3,,,,
1199,Shin Momotarou Densetsu,,Hudson Soft,"December 24, 1993",Unreleased,Unreleased,,1993-12-24,,,1993,12,,,,
1200,Shin Naki no Ryuu: Mahjong Hishō-den,,BEC,"October 27, 1995",Unreleased,Unreleased,,1995-10-27,,,1995,10,,,,
1201,Shin Nekketsu Kouha: Kunio-tachi no Banka,Almanic,Technōs Japan,"April 29, 1994",Unreleased,Unreleased,,1994-04-29,,,1994,4,,,,
1202,Shin Nippon Pro Wrestling: Chou Senshi in Tokyo Dome,,Varie,"September 14, 1993",Unreleased,Unreleased,,1993-09-14,,,1993,9,,,,
1203,Shin Nippon Pro Wrestling '94: Battlefield in Tokyo Dome,,Varie,"August 12, 1994",Unreleased,Unreleased,,1994-08-12,,,1994,8,,,,
1204,Shin Nippon Pro Wrestling '95: Tokyo Dome Battle 7,,Varie,"June 30, 1995",Unreleased,Unreleased,,1995-06-30,,,1995,6,,,,
1205,Shin SD Sengokuden: Taishou Gun Retsuden,BEC,BEC,"April 21, 1995",Unreleased,Unreleased,,1995-04-21,,,1995,4,,,,
1206,Shin Seikoku: La Wares,J-Force,Yutaka,"April 21, 1995",Unreleased,Unreleased,,1995-04-21,,,1995,4,,,,
1207,Shin Shougi Club,Natsu System,Hect,"September 22, 1995",Unreleased,Unreleased,,1995-09-22,,,1995,9,,,,
1208,Shin Togenkyo,,Banpresto,"September 22, 1995",Unreleased,Unreleased,,1995-09-22,,,1995,9,,,,
1209,The Shinri Game: Akuma no Kokoroji,,Visit,"March 26, 1993",Unreleased,Unreleased,,1993-03-26,,,1993,3,,,,
1210,The Shinri Game 2: Magical Trip,,Visit,"February 10, 1995",Unreleased,Unreleased,,1995-02-10,,,1995,2,,,,
1211,The Shinri Game 3,Ukiyotei,Visit,"August 25, 1995",Unreleased,Unreleased,,1995-08-25,,,1995,8,,,,
1212,Shinseiki Odysselya,Vic Tokai,Vic Tokai,"June 18, 1993",Cancelled,Unreleased,,1993-06-18,,,1993,6,,,,
1213,Shinseiki Odysselya II,Vic Tokai,Vic Tokai,"October 6, 1995",Unreleased,Unreleased,,1995-10-06,,,1995,10,,,,
1214,Shinzui Taikyoku Igo: Go Sennin,Jorudan,J-Wing,"June 2, 1995",Unreleased,Unreleased,,1995-06-02,,,1995,6,,,,
1215,Shiroi Ringu he,Opera House,Pony Canyon,"October 27, 1995",Unreleased,Unreleased,,1995-10-27,,,1995,10,,,,
1216,Shodai Nekketsu Kouha Kunio-kun,Technōs Japan,Technōs Japan,"August 7, 1992",Unreleased,Unreleased,,1992-08-07,,,1992,8,,,,
1217,Shodan Morita Shougi,,SETA,"August 23, 1991",Unreleased,Unreleased,,1991-08-23,,,1991,8,,,,
1218,Shodankurai Nintei: Shodan Pro Mahjong,Khaos,Gaps,"April 28, 1995",Unreleased,Unreleased,,1995-04-28,,,1995,4,,,,
1219,Shougi: Fuurinkazan,,Pony Canyon,"October 29, 1993",Unreleased,Unreleased,,1993-10-29,,,1993,10,,,,
1220,Shougi Club,Natsu System,Hect,"February 24, 1995",Unreleased,Unreleased,,1995-02-24,,,1995,2,,,,
1221,Shougi Saikyou,,Magical Company,"July 21, 1995",Unreleased,Unreleased,,1995-07-21,,,1995,7,,,,
1222,Shougi Saikyou 2: Jissen Taikyoku Hen,,Magical Company,"February 9, 1996",Unreleased,Unreleased,,1996-02-09,,,1996,2,,,,
1223,Shougi Sanmai,,Virgin Interactive,"December 22, 1995",Unreleased,Unreleased,,1995-12-22,,,1995,12,,,,
1224,Shounen Ashibe,Nova Games,Takara,"December 22, 1992",Unreleased,Unreleased,,1992-12-22,,,1992,12,,,,
1225,Shounen Ninja Sasuke,,Sunsoft,"October 28, 1994",Unreleased,Unreleased,,1994-10-28,,,1994,10,,,,
1226,Shounin yo Taishi wo Idake!!,AIM,Bandai,"December 15, 1995",Unreleased,Unreleased,,1995-12-15,,,1995,12,,,,
1227,Shutokou Battle '94 Keichii Tsuchiya Drift King,Genki,Bullet-Proof Software,"May 27, 1994",Unreleased,Unreleased,,1994-05-27,,,1994,5,,,,
1228,Shutokou Battle 2: Drift King Keichii Tsuchiya & Masaaki Bandoh,Genki,Bullet-Proof Software,"February 24, 1995",Unreleased,Unreleased,,1995-02-24,,,1995,2,,,,
1229,Shuushoku Game,Lenar,Imagineer,"July 28, 1995",Unreleased,Unreleased,,1995-07-28,,,1995,7,,,,
1230,Side Pocket,Iguana Entertainment,Data East,"March 18, 1994",December 1993,1994,,1994-03-18,1993-12-01,1994-01-01,1994,3,1993,12,1994,1
1231,Silva Saga II: The Legend of Light and Darkness,SETA,SETA,"June 25, 1993",Unreleased,Unreleased,,1993-06-25,,,1993,6,,,,
1232,SimAnt,Tomcat System,Maxis,"February 26, 1993",October 1993,Unreleased,,1993-02-26,1993-10-01,,1993,2,1993,10,,
1233,SimCity,Nintendo/Maxis,Nintendo,"April 26, 1991","August 23, 1991","September 24, 1992",,1991-04-26,1991-08-23,1992-09-24,1991,4,1991,8,1992,9
1234,SimCity 2000,THQ,Black Pearl Software,"May 26, 1995",November 1996,"December 19, 1996",,1995-05-26,1996-11-01,1996-12-19,1995,5,1996,11,1996,12
1235,SimCity Jr.,,Imagineer,"July 26, 1996",Unreleased,Unreleased,,1996-07-26,,,1996,7,,,,
1236,SimEarth•SimEarth: The Living PlanetJP,Tomcat System,FCI,"December 29, 1991",February 1993,Unreleased,,1991-12-29,1993-02-01,,1991,12,1993,2,,
1237,The Simpsons: Bart's Nightmare•The Simpsons: Bart no Fushigi na Yume no DaiboukenJP,Sculptured Software,Acclaim Entertainment,"February 26, 1993","October 12, 1992","February 18, 1993",,1993-02-26,1992-10-12,1993-02-18,1993,2,1992,10,1993,2
1238,Simulation Pro Yakyuu,Hect,Hect,"April 28, 1995",Unreleased,Unreleased,,1995-04-28,,,1995,4,,,,
1239,Sink or Swim,Zeppelin Games,Titus Software,Unreleased,"January 31, 1996","December 31, 1994",,,1996-01-31,1994-12-31,,,1996,1,1994,12
1240,Sküljagger: Revolt of the Westicans,Realtime Associates,American Softworks,Unreleased,"October 1, 1992",Unreleased,,,1992-10-01,,,,1992,10,,
1241,Skyblazer•Karura OuJP,Ukiyotei,Sony Imagesoft,"February 18, 1994",January 1994,"March 25, 1994",,1994-02-18,1994-01-01,1994-03-25,1994,2,1994,1,1994,3
1242,Slayers,BEC,Banpresto,"June 24, 1994",Unreleased,Unreleased,,1994-06-24,,,1994,6,,,,
1243,Smart Ball•Jerry BoyJP,Game Freak / System Sacom,Sony Imagesoft,"September 13, 1991","March 1, 1992",Unreleased,,1991-09-13,1992-03-01,,1991,9,1992,3,,
1244,Smash Tennis•Super Family TennisJP,Namco,Namco (JP)Virgin Interactive (EU),"June 25, 1993",Unreleased,1994,,1993-06-25,,1994-01-01,1993,6,,,1994,1
1245,The Smurfs,Infogrames,Infogrames,Unreleased,Unreleased,1994,,,,1994-01-01,,,,,1994,1
1246,The Smurfs Travel The World,Infogrames,Infogrames,Unreleased,Unreleased,"December 31, 1994",,,,1994-12-31,,,,,1994,12
1247,Snoopy Concert,Pax Softonica,Mitsui Fudosan,"May 19, 1995",Unreleased,Unreleased,,1995-05-19,,,1995,5,,,,
1248,Snow White: Happily Ever After,Imagitec Design,American Softworks,Unreleased,October 1994,Unreleased,,,1994-10-01,,,,1994,10,,
1249,Soccer Kid•The Adventures of Kid KleetsNA,Krisalis Software,Ocean Software,"December 28, 1993",August 1994,June 1994,,1993-12-28,1994-08-01,1994-06-01,1993,12,1994,8,1994,6
1250,Soldiers of Fortune•The Chaos EngineEU,Bitmap Brothers,Spectrum HoloByte,Unreleased,December 1993,July 1994,,,1993-12-01,1994-07-01,,,1993,12,1994,7
1251,Solid Runner,Sting Entertainment,ASCII Entertainment,"March 28, 1997",Unreleased,Unreleased,,1997-03-28,,,1997,3,,,,
1252,Song Master,Japan Art Media,Yanoman,"November 27, 1992",Unreleased,Unreleased,,1992-11-27,,,1992,11,,,,
1253,Sonic Blast Man,I.T.L / Zuntata,Taito,"September 25, 1992",February 1993,Unreleased,,1992-09-25,1993-02-01,,1992,9,1993,2,,
1254,Sonic Blast Man II,Taito / I.T.L,Taito,"March 18, 1994",November 1994,Unreleased,,1994-03-18,1994-11-01,,1994,3,1994,11,,
1255,Soreyuke Ebisumaru Karakuri Meiro: Kieta Goemon no Nazo!!,Konami Computer Entertainment Osaka,Konami,"March 29, 1996",Unreleased,Unreleased,,1996-03-29,,,1996,3,,,,
1256,SOS•SeptentrionJP,Human Entertainment,Vic Tokai,"May 28, 1993",April 1994,Unreleased,,1993-05-28,1994-04-01,,1993,5,1994,4,,
1257,Sotsugyou Bangai Hen: Nee Mahjong Shiyo!,,KSS,"October 28, 1994",Unreleased,Unreleased,,1994-10-28,,,1994,10,,,,
1258,Sougou Kakutougi: Astral Bout,A-Wave,King Records,"June 26, 1992",Unreleased,Unreleased,,1992-06-26,,,1992,6,,,,
1259,Sougou Kakutougi: Astral Bout 2: The Total Fighters,A-Wave,King Records,"February 25, 1994",Unreleased,Unreleased,,1994-02-25,,,1994,2,,,,
1260,Sougou Kakutougi Rings: Astral Bout 3,A-Wave,King Records,"October 20, 1995",Unreleased,Unreleased,,1995-10-20,,,1995,10,,,,
1261,Soukou Kihei Votoms: The Battling Road,Genki,Takara,"October 29, 1993",Unreleased,Unreleased,,1993-10-29,,,1993,10,,,,
1262,Soul & Sword,Pandora Box,Zamuse,"November 30, 1993",Unreleased,Unreleased,,1993-11-30,,,1993,11,,,,
1263,Soul Blazer•Soul BladerJP,Quintet,Enix,"January 31, 1992",August 1992,"January 27, 1994",,1992-01-31,1992-08-01,1994-01-27,1992,1,1992,8,1994,1
1264,Sound Novel Tsukuuru,Success,ASCII,"May 31, 1996",Unreleased,Unreleased,,1996-05-31,,,1996,5,,,,
1265,Space Ace,Entertainment International,Absolute Entertainment,"March 25, 1994",May 1994,1994,,1994-03-25,1994-05-01,1994-01-01,1994,3,1994,5,1994,1
1266,Space Football: One on One•Super LinearballJP,Bits Studios,Triffix,"November 6, 1992","June 1, 1992",Unreleased,,1992-11-06,1992-06-01,,1992,11,1992,6,,
1267,Space Invaders•Space Invaders: The Original GameJP,Taito,Taito (JP)Nintendo (NA/EU),"March 25, 1994","November 1, 1997",1997,,1994-03-25,1997-11-01,1997-01-01,1994,3,1997,11,1997,1
1268,"Space Megaforce•Super AlesteEU, JP",Compile,Toho,"April 28, 1992","October 30, 1992",1992,,1992-04-28,1992-10-30,1992-01-01,1992,4,1992,10,1992,1
1269,Spanky's Quest•Hansei Zaru: Jirou-kun no DaiboukenJP,Natsume,Natsume,"December 27, 1991","July 1, 1992",1992,,1991-12-27,1992-07-01,1992-01-01,1991,12,1992,7,1992,1
1270,Spark World,,Den'Z,"May 26, 1995",Unreleased,Unreleased,,1995-05-26,,,1995,5,,,,
1271,Sparkster,Konami,Konami,"September 15, 1994","October 1, 1994",1994,,1994-09-15,1994-10-01,1994-01-01,1994,9,1994,10,1994,1
1272,Spectre,Synergistic Software,Cybersoft,Unreleased,May 1994,July 1994,,,1994-05-01,1994-07-01,,,1994,5,1994,7
1273,Speed Racer in My Most Dangerous Adventures,Radical Entertainment,Accolade,Unreleased,November 1994,Unreleased,,,1994-11-01,,,,1994,11,,
1274,Speedy Gonzales: Los Gatos Bandidos,Sunsoft,Acclaim Entertainment / Sunsoft,Unreleased,August 1995,Unreleased,,,1995-08-01,,,,1995,8,,
1275,Spider-Man,Western Technologies,LJN,Unreleased,February 1995,March 1995,,,1995-02-01,1995-03-01,,,1995,2,1995,3
1276,Spider-Man and Venom: Maximum Carnage,Software Creations,LJN,Unreleased,"September 16, 1994","November 24, 1994",,,1994-09-16,1994-11-24,,,1994,9,1994,11
1277,Spider-Man and the X-Men in Arcade's Revenge,Software Creations,LJN,Unreleased,"November 1, 1992","August 19, 1993",,,1992-11-01,1993-08-19,,,1992,11,1993,8
1278,Spindizzy Worlds,ASCII Entertainment,ASCII Entertainment,"August 7, 1992",March 1993,1992,,1992-08-07,1993-03-01,1992-01-01,1992,8,1993,3,1992,1
